id,nome,id_orgao,id_municipio,cnpj,cep,total_fornecedores_cadastrados,total_fornecedores_recadastrados,unidade_cadastradora,ativo
179000,FUNDO NACIONAL DE DESENVOLVIMENTO,25000.0,,,11111111.0,0,0,0,0
179001,FUNDACAO BANCO DO BRASIL,25000.0,97012.0,394460000141.0,70397900.0,0,0,0,1
179002,FORJAS ACESITA S/A,25000.0,,,33000000.0,0,0,0,0
179003,AGENCIA ESP.DE FINANC. INDUSTRIAL,45282.0,,,20000000.0,0,0,0,0
179004,BANCO NACIONAL DES.ECONOMICO E SOCIAL,45282.0,,,11111111.0,0,0,0,0
179005,INSTITUTO DE RESSEGUROS DO BRASIL,25000.0,,,70710000.0,0,0,0,0
179006,BANCO MERIDIONAL DO BRASIL S.A.,25000.0,,,90010191.0,0,0,0,0
179007,BANCO DA AMAZONIA S/A,25000.0,4278.0,4902979000144.0,66010700.0,0,0,0,1
179008,CIA.BRAS.INFRA-ESTR.FAZ.INFAZ,25000.0,,,20040005.0,0,0,0,0
179009,BANCO DE RORAIMA,25000.0,,,69301110.0,0,0,0,0
179010,BANCO NAC.DE CRED.COOPERATIVO,25000.0,,,70000000.0,0,0,0,0
179011,CENTRAIS DE ABAST. DO AMAZONAS S.A,25000.0,,,69000000.0,0,0,0,0
179012,SIDERURGIA BRASILEIRA S/A,25000.0,,,70070000.0,0,0,0,0
179013,COBRA TECNOLOGIA S.A,25000.0,60011.0,394460000141.0,22783110.0,0,0,0,0
179014,ACESITA ENERGETICA S/A,25000.0,,,30139911.0,0,0,0,0
179015,CIA.DE ACOS ESPECIAIS ITABIRA-ACESITA,25000.0,,,30139911.0,0,0,0,0
179016,DATAMEC S/A SIST.E PROCESSAMENTO DE DADOS,25000.0,,,21251000.0,0,0,0,0
179017,MERIDIONAL COMPANHIA DE SEGUROS,25000.0,,,90010191.0,0,0,0,0
179018,COBEC INTERNACIONAL CO.-COLON-PANAMA,25000.0,,,20061000.0,0,0,0,0
179019,ALUMINIO S/A EXTRUSAO E LAMINACAO,25000.0,,,20941000.0,0,0,0,0
179020,MERIDIONAL DO BRASIL INFORMATICA LTDA,25000.0,,,90010191.0,0,0,0,0
179021,MERIDIONAL ARTES GRAFICAS LTDA,25000.0,,,90010191.0,0,0,0,0
179022,COMPANHIA AMERICA FABRIL,25000.0,,,20940070.0,0,0,0,0
179023,MERIDIONAL CORRETORA VAL.MOB.CAMBIO S/A,25000.0,,,90010191.0,0,0,0,0
179024,MERIDIONAL LEASING S/A-ARREND.MERCANTIL,25000.0,,,90010191.0,0,0,0,0
179025,COBEC ROTTERDAM B.V.,25000.0,,,11111111.0,0,0,0,0
179026,UNITED AMERICAS INSURANCE CO,25000.0,,,20020000.0,0,0,0,0
179027,UA HOLDING CORPORATION,25000.0,,,20020000.0,0,0,0,0
179028,UA SERVICE CORPORATION,25000.0,,,20020000.0,0,0,0,0
179029,MINERACAO CARAIBA LTDA,25000.0,,,11111111.0,0,0,0,0
179030,COMPANHIA DE PROMOCAO AGRICOLA,25000.0,,,70770000.0,0,0,0,0
179031,CIA BRASIL.DE PARTIC.AGRO INDUSTRIAL,25000.0,,,70770000.0,0,0,0,0
179032,MERIDIONAL DE COMERCIO INTERNACIONAL LTDA,25000.0,,,90010191.0,0,0,0,0
179033,BRAZILIAN AM.MERCHANT BANK (GEORGE TOWN),25000.0,,,70089900.0,0,0,0,0
179034,BANCO DO BRASIL S/A (AGENCIA VIENA),25000.0,,,70073000.0,0,0,0,0
179035,BCO DO BRASIL-LEASING CO.(GRAN CAYMAN),25000.0,,,70089900.0,0,0,0,0
179036,BB.DIST.TITULOS VALORES MOBILIARIOS S.A,25000.0,,,70073000.0,0,0,0,0
179037,BB.ADMINISTRADORA CARTOES DE CREDITOS S/A,25000.0,,,70073000.0,0,0,0,0
179038,BANTRADE INTERNACIONAL S.A-PANAMA,25000.0,,,90010000.0,0,0,0,0
179039,BB.LEASING S/A-ARRENDAMENTO MERCANTIL,25000.0,,,70073000.0,0,0,0,0
179040,BB. FINANCEIRA S/A CRED.FINANC.INVEST.,25000.0,,,70073000.0,0,0,0,0
179041,BB-CORRETORA DE SEG.E ADM.DE BENS S/A,25000.0,,,70073000.0,0,0,0,0
179042,BB.BANCO DE INVESTIMENTOS S/A,25000.0,,,70073000.0,0,0,0,0
179043,BB.TUR VIAGENS E TURISMO LTDA,25000.0,97012.0,394460000141.0,70302000.0,0,0,0,1
179044,BNDES - PARTICIPACOES S/A,45282.0,60011.0,,20000000.0,0,0,0,1
179045,FUNDO DE PARTICIPACAO-PIS/PASEP,25000.0,,,70330000.0,0,0,0,0
179046,FUNDO DE PARTICIPACAO-PIS/PASEP,25000.0,,,70070000.0,0,0,0,0
179047,FUNDO DE PARTICIPACAO-PIS/PASEP,25000.0,,,70089900.0,0,0,0,0
179048,FUNDO DE PARTICIPACAO-PIS/PASEP,25000.0,,,20000000.0,0,0,0,0
179049,FUNDO DE APOIO AO DESENVOLVIMENTO SOCIAL,25000.0,,,70070000.0,0,0,0,0
179050,FUNDO DE INVESTIMENTO SOCIAL,25000.0,,,20000000.0,0,0,0,0
179051,SEGURO GAR.INIC.SUP.CRED.EXPORTACAO,25000.0,,,70710000.0,0,0,0,0
179052,FUNDO DE ESTABILIDADE DO SEG.RURAL,25000.0,,,70710000.0,0,0,0,0
179053,FUNDO DE COMPENSACAO DE VAR.SALARIAIS,25000.0,,,70048900.0,0,0,0,0
179054,FUNDO NACIONAL DE DESESTATIZACAO,25000.0,,,20000000.0,0,0,0,0
179055,FUNDO CONSTITUCIONAL DE FINANC.DO NORTE,25000.0,,,66010000.0,0,0,0,0
179056,FUNDO CONSTITUCIONAL DE FINANC.DO NORTE,25000.0,,,66017000.0,0,0,0,0
179057,FUNDO CONSTITUCIONAL DE FINANC.DO NORDESTE,25000.0,,,60035210.0,0,0,0,0
179058,FUNDO CONSTITUCIONAL DE FINANC.DO NORDESTE,25000.0,,,50760900.0,0,0,0,0
179059,FUNDO CONSTITUCIONAL DE FINANC. CENTRO OESTE,53000.0,,,70073000.0,0,0,0,0
179060,FUNDO CONSTITUCIONAL DE FINANC. CENTRO OESTE,25000.0,,,70000000.0,0,0,0,0
179061,FUNDO DE INVESTIMENTOS SETORIAIS,25000.0,,,70073000.0,0,0,0,0
179062,FUNDO DE INV.SETORIAIS-REFLORESTAMENTO,25000.0,,,70000000.0,0,0,0,0
179063,FUNDO DE INV.SETORIAIS-PESCA,25000.0,,,70000000.0,0,0,0,0
179064,FUNDO DE INV.SETORIAIS-TURISMO,25000.0,,,70710000.0,0,0,0,0
179065,ACERVO-CIA.BRAS.CIMENTO PORT.PERUS,25000.0,,,1031001.0,0,0,0,0
179066,ACERVO CIA.PAULISTA DE CELULOSE,25000.0,,,1031001.0,0,0,0,0
179067,FUNDACAO BANCO CENTRAL DE PREV.PRIVADA,25000.0,,,11111111.0,0,0,0,0
179068,FUNDACAO DE PREV.CASA MOEDA DO BRASIL,25000.0,,,20565000.0,0,0,0,0
179069,FUND.PREV.FUNC.INST.RESS.DO BRASIL,25000.0,,,11111111.0,0,0,0,0
179070,"FUND.PREV.EMPREG.FINEP, IPEA, CNPQ",25000.0,,,11111111.0,0,0,0,0
179071,SOC.IBGEANA ASS. E SEGURIDADE SOCIAL,25000.0,,,11111111.0,0,0,0,0
179072,CAIXA DE PREV.DOS FUNCIONARIOS DO BNB,25000.0,,,60000000.0,0,0,0,0
179073,INSTITUTO SERPRO DE SEGURIDADE SOCIAL,25000.0,,,20000000.0,0,0,0,0
179074,FUND.COSIPA DE SEGURIDADE SOCIAL,25000.0,,,11111111.0,0,0,0,0
179075,ASS.DOS FUNC. DO BANCO DA PROVINCIA,25000.0,,,11111111.0,0,0,0,0
179076,ASS.DOS FUNC. DO BANCO DO COMERCIO,25000.0,,,11111111.0,0,0,0,0
179077,INSTITUTO ASSISTENCIAL SULBANCO,25000.0,,,11111111.0,0,0,0,0
179078,FUNDACAO DOS ECONOMIARIOS FEDERAIS,25000.0,,,11111111.0,0,0,0,0
179079,PREVIDENCIA HABITACIONAL DA CEF,25000.0,,,11111111.0,0,0,0,0
179080,CAIXA DE PREVID.DOS FUNCIONARIOS DO BB,25000.0,,,11111111.0,0,0,0,0
179081,URD.DE ASSIST.DE PREVID.SOCIAL DO BNDES,25000.0,,,11111111.0,0,0,0,0
179082,CAIXA DE PREV.ASSIST.FUNC.DO BASA,25000.0,,,11111111.0,0,0,0,0
179083,CASA DA MOEDA DO BRASIL/MF,25211.0,60011.0,,23565200.0,0,0,0,1
179084,BANCO DO BRASIL S/A,25281.0,97012.0,,70046906.0,0,0,0,0
179085,BANCO DO NORDESTE DO BRASIL S/A,25282.0,13897.0,,60743902.0,0,0,0,1
179086,CAIXA ECONOMICA FEDERAL,25220.0,,,70092900.0,0,0,0,0
179087,BANCO CENTRAL DO BRASIL - BRASÍLIA,25201.0,97012.0,38166000105.0,70074900.0,0,0,0,1
179088,COMPANHIA DE USINAS NACIONAIS,25000.0,,,20940700.0,0,0,0,0
179089,FUNDO DE DESENVOLVIMENTO SOCIAL,25000.0,,,70092900.0,0,0,0,0
179090,FUNDO HABITACIONAL - CEF,25000.0,,,70092900.0,0,0,0,0
179091,CAIXA ECONOMICA FEDERAL,25220.0,,,70000000.0,0,0,0,0
179092,BB-PROGRAM.ESPECIAL DE CRED.P/REFORMA AGRARIA,22201.0,,,70092900.0,0,0,0,0
179093,FUNDO EQUAL.SINIST.APOLICE SEG.SIST.FIN.HABIT,25000.0,,,70710000.0,0,0,0,0
179094,FUNDO GERAL DE GARANTIA OPERACIONAL,25000.0,,,70710000.0,0,0,0,0
179095,BB-EUROPE N.V. S.A.,25000.0,,,70073000.0,0,0,0,0
179096,BB-SECURITIES LTD (LONDRES),25000.0,,,70073000.0,0,0,0,0
179097,FUNDO DE PERDA DE RENDA DES.INV.TEMPOR.,25000.0,,,70092900.0,0,0,0,0
179098,FUNDO DE EQUILIBRIO DE SINISTRALIDADE,25000.0,,,70092900.0,0,0,0,0
179099,PROGRAMA DE CREDITO EDUCATIVO,25000.0,,,70092900.0,0,0,0,0
179100,FUNDO EXCED. UNICO DE RISCOS EXTRAORDINARIOS,25000.0,,,70710000.0,0,0,0,0
179101,CIA. NORDESTINA DE SONDAGENS E PERFURACOES,25000.0,,,11111111.0,0,0,0,0
179102,EMPRESA GESTORA DE ATIVOS - EMGEA - DF,25301.0,97012.0,,70070902.0,0,0,0,1
179103,FUNDO DE ESTABILIDADE DO SEGURO RURAL,25904.0,60011.0,,2020901.0,0,0,0,0
179104,CEF/DEPOSITOS JUDICIAIS E EXTRAJUDICIAIS,25000.0,,,70000000.0,0,0,0,0
179105,"BB SECURITIES,LCC (LIMITED LIABILITY COMPANY)",25000.0,,,10020000.0,0,0,0,0
179190,SECRETARIA EXECUTIVA DO PROG. BOLSA FAMILIA,20101.0,,,70150900.0,0,0,0,0
179999,COFIN - EXTERIOR - DIF.CAMBIAL,25000.0,,,70000000.0,0,0,0,0
180000,COLEGIO TECNICO,26249.0,,,23890000.0,0,0,0,0
180001,SECRETARIA EXECUTIVA,51000.0,,,70000000.0,0,0,0,0
180002,DEPARTAMENTO DE GESTãO INTERNA,55000.0,97012.0,5526783000165.0,70610440.0,0,0,1,1
180003,SETORIAL CONTABI/MINISTERIO DO ESPORTE,51000.0,97012.0,2973091000177.0,70610440.0,0,0,0,1
180004,CGRL/SSPOA/SE/MIN. DO ESPORTE CONDOM. BLOCO A,51000.0,97012.0,2961362000255.0,70054900.0,0,0,1,1
180005,SECRETARIA NACIONAL DE ESPORTE,51000.0,,,70000000.0,0,0,1,0
180006,CEF/MINISTERIO DO ESPORTE,51000.0,,,70092900.0,0,0,0,0
180007,SECRETARIA NACIONAL DO ESPORTE EDUCACIONAL,51000.0,,,70040902.0,0,0,0,0
180008,SECRET. NACIONAL DO DESENV.DO ESPORTE E LASER,51000.0,,,70040902.0,0,0,0,0
180009,SECRET. NACIONAL DE ESPORTE ALTO RENDIMENTO,55000.0,97012.0,5526783000165.0,70610440.0,0,0,0,0
180010,DEPES,20604.0,,,70712709.0,0,0,0,0
180011,DTNEV,20604.0,,,70712907.0,0,0,0,0
180012,DTLIN,20604.0,,,70712907.0,0,0,0,0
180013,DMARK,20604.0,,,70712907.0,0,0,0,0
180014,DAFIN,20604.0,,,70712907.0,0,0,0,0
180015,GABINETE DA PRESIDENCIA,20604.0,,,70712709.0,0,0,0,0
180016,AUTORIDADE BRASILEIRA DE CONTROLE DE DOPAGEM,51000.0,97012.0,2973091000177.0,70046900.0,0,0,0,0
180017,AUDITORA INTERNA,30204.0,,,20091050.0,0,0,0,0
180018,COORDENAÇÃO-GERAL DE PLANEJAMENTO E ORÇAMENTO,30204.0,,,20090050.0,0,0,0,0
180019,DIRETORIA DE ADMINISTRAÇÃO E SERVIÇOS,30204.0,,,20081204.0,0,0,0,0
180020,DIRETORIA DE ARTICULAÇÃO E INFO. TECNOLOGICA,30204.0,,,20090050.0,0,0,0,0
180021,DIRETORIA DE CONTRATOS DE TECNOLOGIA,30204.0,,,20090050.0,0,0,0,0
180022,DIRETORIA DE MARCAS,30204.0,,,20090050.0,0,0,0,0
180023,UNIDADE ADM.CENTRAL - FUNCAFE,25000.0,,,70000000.0,0,0,0,0
180024,FUNCAFE-UAR-UN. ADM. REG. B. HORIZONTE,25000.0,,,30310000.0,0,0,0,0
180025,FUNCAFE-UAR-UN. ADM. REG. DE CARATINGA,25000.0,,,35300000.0,0,0,0,0
180026,FUNCAFE-UAR-UN ADM. REG. DE LONDRINA,25000.0,,,86035000.0,0,0,0,0
180027,FUNCAFE-UAR-UN. ADM. REG. DE MARINGA,25000.0,,,87100000.0,0,0,0,0
180028,DIRETORIA DE PATENTES,30204.0,,,20090050.0,0,0,0,0
180029,GABINETE DA PRESIDENCIA,30204.0,,,20090050.0,0,0,0,0
180030,OUVIDORIA,30204.0,,,20091050.0,0,0,0,0
180031,FUNCAFE-UAR-UN. ADM. REG. DE SAO PAULO,25000.0,,,1327000.0,0,0,0,0
180032,FUNCAFE-UAR-UN. ADM. REG. DE VARGINHA,25000.0,,,37100000.0,0,0,0,0
180033,FUNCAFE-UAR-UN. ADM. REG. DE SALVADOR,25000.0,,,40000000.0,0,0,0,0
180034,FUNCAFE-UAR-UN. ADM. REG. DE VITORIA,30204.0,,,29000000.0,0,0,0,0
180035,CHEFIAS DE GABINETE,30204.0,,,20090050.0,0,0,0,0
180036,COORDENAÇÃO-GERAL DE ART. INST. E DIF. REGION,30204.0,,,20090050.0,0,0,0,0
180037,COORDENAÇÃO DE COOPERAÇÃO NACIONAL,30204.0,,,20090050.0,0,0,0,0
180038,COORDENAÇÃO DE COOPERAÇÃO INTERNACIONAL,30204.0,,,20090050.0,0,0,0,0
180039,SERVIÇO DE DESENVOLVIMENTO DE RH,30204.0,,,20030000.0,0,0,0,0
180040,SERVIÇO DE COMUNICAÇÃO,30204.0,,,20030000.0,0,0,0,0
180041,"PESQUISA EM PI, INOVAÇÃO E DESENVOLVIMENTO",30204.0,,,20090050.0,0,0,0,0
180042,DIRETORIA DE ADMINISTRACAO E FINANCAS,30203.0,,,25250020.0,0,0,0,0
180043,GABINETE,30203.0,,,25250020.0,0,0,0,0
180045,COORDENAÇÃO GERAL DA REDE BRASILEIRA DE METRO,30203.0,,,25250020.0,0,0,0,0
180046,COORDENAÇÃO-GERAL DE ARTICULAÇÃO INTERNACIONA,30203.0,,,25250020.0,0,0,0,0
180047,COORDENAÇÃO-GERAL DE ACREDITAÇÃO,30203.0,,,25250020.0,0,0,0,0
180048,OUVIDORIA,30203.0,,,25250020.0,0,0,0,0
180049,AUDITORIA,30203.0,,,25250020.0,0,0,0,0
180050,PROCURADORIA FEDERAL,30203.0,,,25250020.0,0,0,0,0
180051,DIRETORIA DE PLANEJAMENTO E DESENVOLVIMENTO,30203.0,,,25250020.0,0,0,0,0
180052,DIRETORIA DA QUALIDADE,30203.0,,,25250020.0,0,0,0,0
180053,DIRETORIA DE METROLOGIA LEGAL,30203.0,,,25250020.0,0,0,0,0
180054,DIRETORIA DE INOVAÇÃO E TECNOLOGIA,30203.0,,,25250020.0,0,0,0,0
180055,DIRETORIA DE METROLOGIA CIENTIFICA E INDUSTRI,30203.0,,,25250020.0,0,0,0,0
180056,CONSELHO NACIONAL DE ESPORTE-ME,51000.0,,,70000000.0,0,0,0,0
180057,CONSULTORIA JURIDICA - ME,51000.0,,,70000000.0,0,0,0,0
180058,GABINETE DO MINISTRO - ME,51000.0,,,70000000.0,0,0,0,0
180059,REPRESENTAçãO ESTADUAL NO RIO DE JANEIRO - ME,51000.0,,,70040902.0,0,0,0,0
180060,DEPARTAMENTO DE GESTãO ESTRATéGICA,51000.0,97012.0,2973091000177.0,70610440.0,0,0,0,0
180073,SEC NAC DE ESPORTE EDUC LAZER E INCLUS SOCIAL,51000.0,97012.0,2973091000177.0,70610440.0,0,0,0,1
180074,SEC NAC DE FUTEBOL E DIREITOS DO TORCEDOR,51000.0,97012.0,2973091000177.0,70610440.0,0,0,0,1
180076,DEPTO DE INCENTIVO E FOMENTO AO ESPORTE,51000.0,97012.0,2973091000177.0,77061044.0,0,0,0,1
180077,SETORIAL ORÇAMENTÁRIA E FINANCEIRA - DGI,51000.0,97012.0,2973091000177.0,70610440.0,0,0,0,1
180080,AUTORIDADE DE GOVERNANÇA DO LEGADO OLIMPICO,51000.0,60011.0,2973091000177.0,22775039.0,0,0,0,1
180100,SECRETARIA DE ESTADO DE EDUCACAO,95320.0,60011.0,,21941455.0,0,0,0,1
183001,INSTITUTO DO ACUCAR E DO ALCOOL - PE,80204.0,,,50000000.0,0,0,0,0
183002,PROGRAMA NAC.DE MELHORAM.DA CANA-DE-ACUCAR/PE,80204.0,,,55810000.0,0,0,0,0
183003,INSTITUTO DO ACUCAR E DO ALCOOL- MACEIO/AL,80204.0,,,57000000.0,0,0,0,0
183004,PROGRAMA NAC.DE MELHORAM.DA CANA-DE-ACUCAR/AL,80204.0,,,57000000.0,0,0,0,0
183005,INSTITUTO DO ACUCAR E DO ALCOOL-SALVADOR/BA,80204.0,,,40010000.0,0,0,0,0
183006,INSTITUTO DO ACUCAR E DO ALCOOL - MG,80204.0,,,30139000.0,0,0,0,0
183007,PROGRAMA NAC.MELHORAMENTO DA CANA DE ACUCAR,80204.0,,,35430000.0,0,0,0,0
183008,INSTITUTO DO ACUCAR E DO ALCOOL - SEDE/RJ,80204.0,,,20010000.0,0,0,0,0
183009,INSTITUTO DO ACUCAR E DO ALCOOL - SP,80204.0,,,1049000.0,0,0,0,0
183010,PROGRAMA NAC.DE MELHORAM.DA CANA-DE-ACUCAR/SP,80204.0,,,13400000.0,0,0,0,0
183011,PROGRAMA NAC.DE MELHORAM.DA CANA-DE-ACUCAR/SP,80204.0,,,13600000.0,0,0,0,0
183012,INSTITUTO BRASILEIRO DO CAFE - AG.SALVADOR,80205.0,,,40120000.0,0,0,0,0
183013,INSTITUTO BRASILEIRO DO CAFE - AG.B.HORIZONTE,80205.0,,,30120000.0,0,0,0,0
183014,INSTITUTO BRASILEIRO DO CAFE-AG.VARGINHA,80205.0,,,37100000.0,0,0,0,0
183015,INSTITUTO BRASILEIRO DO CAFE- AG.CARATINGA,80205.0,,,35300000.0,0,0,0,0
183016,INSTITUTO BRASILEIRO DO CAFE - AG.VITORIA,80205.0,,,29060000.0,0,0,0,0
183017,INSTITUTO BRASILEIRO DO CAFE- AG.RIO,80205.0,,,20081000.0,0,0,0,0
183018,INSTITUTO BRASILEIRO DO CAFE- AG.SAO PAULO,80205.0,,,1327000.0,0,0,0,0
183019,INSTITUTO BRASILEIRO DO CAFE-AG.LONDRINA,80205.0,,,86038000.0,0,0,0,0
183020,INSTITUTO BRASILEIRO DO CAFE - ADM.CENTRAL,80205.0,,,70000000.0,0,0,0,0
183022,SUPERINTENDENCIA DA BORRACHA - DF,25000.0,,,70070000.0,0,0,0,0
183023,INST.NAC.DE METROLOGIA QUALIDADE E TECNOLOGIA,30203.0,58335.0,662270000320.0,25250020.0,0,0,1,1
183024,SUPERINTENDENCIA REGIONAL DO INMETRO- SC,30203.0,81051.0,662270000400.0,88101101.0,0,0,1,1
183025,INMETRO_SUPERINTENDENCIA REGIONAL/GO,30203.0,93734.0,662270000249.0,74000000.0,0,0,1,1
183026,INSTITUTO BRASILEIRO DO CAFE - AG.SANTOS,80205.0,,,11010000.0,0,0,0,0
183027,INSTITUTO BRASILEIRO DO CAFE - AG.PARANAGUA,80205.0,,,86035000.0,0,0,0,0
183028,INSTITUTO BRASILEIRO DO CAFE - AG.MARINGA,80205.0,,,86035000.0,0,0,0,0
183029,PROGRAMA NAC. MELHORAMENTO DA CANA DE ACUCAR,80204.0,,,28100000.0,0,0,0,0
183030,SUPERINTENDENCIA REGIONAL DO IAA EM CAMPOS/RJ,80204.0,,,28100000.0,0,0,0,0
183031,INSTITUTO BRASILEIRO DO CAFE - ESCR.LONDRES,80205.0,,,90000000.0,0,0,0,0
183032,INSTITUTO BRASILEIRO DO CAFE-ESCR. TOQUIO,80205.0,,,90000000.0,0,0,0,0
183033,INSTITUTO BRASILEIRO DO CAFE - ESCR.NOVA YORK,80205.0,,,90000000.0,0,0,0,0
183034,INSTITUTO BRASILEIRO DO CAFE - ESCR.MILAO,80205.0,,,90000000.0,0,0,0,0
183035,INSTITUTO BRASILEIRO DO CAFE - ESCR.HAMBURGO,80205.0,,,90000000.0,0,0,1,0
183036,INSTITUTO DO A¢UCAR E DO ALCOOL/IAA-UO,80204.0,,,20010000.0,0,0,0,0
183037,REPRESENTACAO DO INMETRO - ES,30203.0,57053.0,662270001059.0,29040570.0,0,0,0,1
183038,MICT-INPI-INST.NAC.DA PROPR.INDUSTRIAL/RJ,30204.0,60011.0,42521088000137.0,20090910.0,0,0,1,1
183039,SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS,30203.0,88013.0,662270000915.0,90240581.0,0,0,1,1
183040,DELEGACIA REGIONAL DO INPI NO PARANA,30204.0,75353.0,42521088000560.0,80010909.0,0,0,1,1
183041,DELEGACIA REGIONAL DO INPI EM SAO PAULO,30204.0,71072.0,42521088000218.0,1035000.0,0,0,0,1
183042,DELEGACIA REGIONAL INPI NO RIO GRANDE DO SUL,30204.0,88013.0,,90010190.0,0,0,1,1
183043,DELEGACIA REG. DO INPI NO DISTRITO FEDERAL,30204.0,97012.0,42521088000307.0,70040000.0,0,0,1,1
183044,DELEGACIA REGIONAL DO INPI NO CEARA,30204.0,13897.0,,60170280.0,0,0,1,1
183045,DELEGACIA REGIONAL DO INPI EM MINAS GERAIS,30204.0,41238.0,42521088000722.0,30180002.0,0,0,1,1
185001,MTUR-EMBRATUR-INSTIT.BRASILEIRO DE TURISMO/DF,20604.0,97012.0,33741794000101.0,70710500.0,0,0,0,1
187002,FUNDO GERAL DE TURISMO-FUNGETUR,54901.0,60011.0,33741794000101.0,20270000.0,0,0,1,1
187003,EMBRATUR - CAIXA ECONOMICA FEDERAL,54000.0,,,1111.0,0,0,0,0
188001,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,30204.0,60011.0,69980000000010.0,20081240.0,0,0,0,1
188002,CENTRO BRAS.DE APOIO A PEQUENA E MED. EMPRESA,25000.0,,,70740000.0,0,0,0,0
188003,INSTITUTO DO ACUCAR E DO ALCOOL -INCORPORACAO,80204.0,,,20010000.0,0,0,0,0
188004,EMBRATUR _ DIFERENCA DA INTEGRACAO,20604.0,,,11111000.0,0,0,0,0
188005,INMETRO _ DIFEREN¢A DA INTEGRA¢AO,30203.0,,,11111000.0,0,0,0,0
188006,INPI _ DIFEREN¢A DA INTEGRA¢AO,30204.0,,,11111000.0,0,0,0,0
188007,CEBRAE - DIFERENCA DA INTEGRACAO,25000.0,,,11111000.0,0,0,0,0
188009,IAA - DIFERENCA DA INTEGRACAO,80204.0,,,11111000.0,0,0,0,0
188031,INSTITUTO BRASILEIRO DO CAFE-LONDRES,80205.0,,,70000000.0,0,0,0,0
188032,INSTITUTO BRASILEIRO DO CAFE - TOQUIO,80205.0,,,70000000.0,0,0,0,0
188033,INSTITUTO BRASILEIRO DO CAFE - NOVA YORK,80205.0,,,70000000.0,0,0,0,0
188034,INSTITUTO BRASILEIRO DO CAFE - MILAO,80205.0,,,70000000.0,0,0,0,0
188035,INSTITUTO BRASILEIRO DO CAFE - HAMBURGO,80205.0,,,70000000.0,0,0,0,0
188045,CFE-MG DIFERENCA DA INTEGRACAO,26257.0,,,70000000.0,0,0,0,0
190001,NUCLEO DE APOIO LOCAL DE NOVO SAO JOAQUIM,30202.0,98671.0,,78625000.0,0,0,1,1
190002,NUCLEO DE APOIO LOCAL DE NOROTA,30202.0,98639.0,,78630000.0,0,0,1,1
190003,SECRETARIA DE CONTROLE INTERNO - MBES,25000.0,,,70053000.0,0,0,0,0
190004,COORDENAÇÃO REGIONAL DE JI-PARANÁ,30202.0,51.0,,76908620.0,0,0,1,1
190005,MBES-CGS-COORDENACAO DE SERVICOS GERAIS/DF,23000.0,97012.0,26445171000380.0,70054000.0,0,0,0,1
190006,COORDENACAO DE RECURSOS HUMANOS - MBES,23000.0,,,70054900.0,0,0,0,0
190007,NUCLEO DE APOIO LOCAL DE MONTE PASCOAL,30202.0,36137.0,,45836000.0,0,0,1,1
190008,COORD.GERAL DE DESENV.SOCIO AMBIENTAL,20701.0,,,70862100.0,0,0,0,0
190009,COORDENAÇÃO GERAL DE EDUCACAO AMBIENTAL,20701.0,,,70862100.0,0,0,0,0
190010,COORDENAçãO GERAL GESTÃO RESERVA EXTRATIVISTA,20701.0,,,70862100.0,0,0,0,0
190011,COORDENAçAO GERAL DE PETROLEO E GAS,20701.0,,,70862100.0,0,0,0,0
190012,COOR.GERAL DE INFRA-ESTRU DE ENERGIA ELETRICA,20701.0,,,70862100.0,0,0,0,0
190013,"COOR.GERAL TRANSP.,MINERACAO E OBRAS CIVIS",20701.0,,,70862100.0,0,0,0,0
190014,COOR.GERAL DE AVAL.E CONT.DE SUST QUIMICAS,20701.0,,,70862100.0,0,0,0,0
190015,COORDENAçAO-GERAL DE GESTAO DA QUALIDADE AMBI,20701.0,,,70862100.0,0,0,0,0
190016,COORDENACAO-GERAL DE MONITORAMENTO AMBIENTAL,20701.0,,,70862100.0,0,0,0,0
190017,COORDENACAO GERAL DE EMERGENCIAIS AMBIENTAIS,20701.0,,,70862100.0,0,0,0,0
190018,IBAMA-COORD-GERAL DE REGULARIZACAO FUNDIARIA,20701.0,,,70818900.0,0,0,0,0
190019,SUFRAMA/AM/UGR,20603.0,,,69075830.0,0,0,0,0
191030,COMPANHIA DE DESENV. DO VALE DO SAO FRANCISCO,22203.0,,,30120000.0,0,0,0,0
193001,DNOCS 1A.DR - TERESINA-PI,22204.0,12190.0,43711000496.0,64000280.0,0,0,1,1
193002,DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS/CE,22204.0,13897.0,43711000143.0,60035111.0,0,0,0,1
193003,DNOCS/CEST-CE,22204.0,13897.0,43711000577.0,60035111.0,0,0,1,1
193004,DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECA,22204.0,17612.0,43711000909.0,59012090.0,0,0,1,1
193005,MMA-DNOCS 2 DERUR-JOAO PESSOA/PB,22204.0,20516.0,43711000810.0,58030000.0,0,0,1,1
193006,DEP.NAC.OB.CON.SECA/CAM.GRANDE/PB,22204.0,19810.0,43711001387.0,58105421.0,0,0,0,1
193007,DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS,22204.0,28258.0,43711001034.0,57602050.0,0,0,1,1
193008,DNOCS 4 DERUR - ARACAJU - SE,22204.0,31054.0,43711001204.0,49065310.0,0,0,1,1
